Round,Task,Loss,Accuracy,Micro_P,Micro_R,Micro_F1,Macro_P,Macro_R,Macro_F1,Weighted_P,Weighted_R,Weighted_F1
31,1,1.0646033511645459,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
32,1,1.0555658542000956,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
33,1,1.0666436078871746,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
34,1,1.0862165386394278,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
35,1,1.1110472451312976,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
36,1,1.1384022169259018,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
37,1,1.166185939059591,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
38,1,1.192994361109928,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
39,1,1.2179925186339888,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
40,1,1.240759712772735,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
41,1,1.261154484096092,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
42,1,1.2792114011004827,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
43,1,1.2950683084800878,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
