Round,Task,Loss,Accuracy,Micro_P,Micro_R,Micro_F1,Macro_P,Macro_R,Macro_F1,Weighted_P,Weighted_R,Weighted_F1
66,2,5.4211970758398556,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.00017815132475361146,0.1111111111111111,0.0003557322819117012,2.570769455428806e-06,0.0016033619227825032,5.133308359695775e-06
67,2,5.9460336481110305,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.00017815132475361146,0.1111111111111111,0.0003557322819117012,2.570769455428806e-06,0.0016033619227825032,5.133308359695775e-06
68,2,5.9279638933200065,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.00017815132475361146,0.1111111111111111,0.0003557322819117012,2.570769455428806e-06,0.0016033619227825032,5.133308359695775e-06
69,2,6.414233336968212,7.492723829226772e-05,7.492723829226772e-05,7.492723829226772e-05,7.492723829226772e-05,8.325248699140858e-06,0.1111111111111111,1.6649249915965875e-05,5.614091038106271e-09,7.492723829226772e-05,1.122734084256984e-08
70,2,6.6370980423937125,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.00017815132475361146,0.1111111111111111,0.0003557322819117012,2.570769455428806e-06,0.0016033619227825032,5.133308359695775e-06
71,2,6.54707820342387,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.00017815132475361146,0.1111111111111111,0.0003557322819117012,2.570769455428806e-06,0.0016033619227825032,5.133308359695775e-06
72,2,6.728530824616438,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.00017815132475361146,0.1111111111111111,0.0003557322819117012,2.570769455428806e-06,0.0016033619227825032,5.133308359695775e-06
73,2,6.694302710505846,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.0016033619227825032,0.00017815132475361146,0.1111111111111111,0.0003557322819117012,2.570769455428806e-06,0.0016033619227825032,5.133308359695775e-06
74,2,6.931763415532313,0.00017793432844295364,0.00017793432844295364,0.00017793432844295364,0.00017793432844295364,1.977048093810596e-05,0.1111111111111111,3.953392743338335e-05,3.16606252384449e-08,0.00017793432844295364,6.330998545714375e-08
75,2,6.898760737687429,0.00012010745794911192,0.00012010745794911192,0.00012010745794911192,0.00012010745794911192,1.334527310545688e-05,0.1111111111111111,2.6687340862243376e-05,1.442580145499769e-08,0.00012010745794911192,2.8848138033469616e-08
