Round,Task,Loss,Accuracy,Micro_P,Micro_R,Micro_F1,Macro_P,Macro_R,Macro_F1,Weighted_P,Weighted_R,Weighted_F1
31,1,1.0676956818860068,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
32,1,1.0579855005813352,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
33,1,1.0689576858036345,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
34,1,1.0876692818163725,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
35,1,1.1115053242004753,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
36,1,1.1381935506433707,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
37,1,1.1658336923508565,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
38,1,1.1930381691051741,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
39,1,1.218896534589639,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
40,1,1.242872230343919,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
41,1,1.2646992103699939,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
42,1,1.2842970559775169,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
43,1,1.301704636968479,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
44,1,1.3170337795474882,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
45,1,1.330438850322993,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
46,1,1.3316289411811393,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
47,1,1.3328032530539826,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
48,1,1.3339619039017576,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
49,1,1.3351054882348683,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
50,1,1.336233539521558,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
51,1,1.3373467564155095,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
52,1,1.338444911566833,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
53,1,1.3395283592171452,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
54,1,1.3405967533874827,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
55,1,1.3416508011390558,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
56,1,1.3417548935861805,0.993539724740034,0.993539724740034,0.993539724740034,0.993539724740034,0.16558995412333902,0.16666666666666666,0.1661265657948528,0.9871211846365026,0.993539724740034,0.9903200547109512
